batteryAge,chargingCycles,chargingFrequency,fastChargingUsage,averageTemperature,chargingDuration,dailyDistance,socHistory,batteryCapacity,voltage,current,is_two_wheeler,is_three_wheeler,is_four_wheeler,is_bus,is_chemistry_lfp,is_chemistry_nmc,is_chemistry_lead_acid,SOH,RUL
3.5,1750,1.0,30.0,35.0,10.0,20.0,74.7,30.0,320.0,93.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,70.0,45
0.49,99,1.36,47.27,24.0,6.91,68.2,47.8,2.0,3.87,1.9103,1.0,0.0,0.0,0.0,0.0,1.0,0.0,78.49,1
1.0,200,1.6,60.0,35.0,2.0,80.0,58.7,2.5,48.0,52.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,86.0,48
3.0,900,1.0,10.0,25.0,7.4,20.0,74.7,7.4,72.0,102.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,79.0,36
4.8,1140,3.0,80.0,25.0,2.0,150.0,40.0,3.7,48.0,77.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,68.5,3
0.5,120,1.6,30.0,45.0,2.0,80.0,58.7,3.7,48.0,77.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,86.5,60
0.19,38,1.97,68.86,43.0,6.05,98.4,48.3,2.0,3.58,3.8312,0.0,0.0,1.0,0.0,0.0,1.0,0.0,83.17,11
3.0,900,1.6,10.0,25.0,2.0,80.0,58.7,7.4,72.0,102.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,79.0,36
1.0,200,1.0,80.0,35.0,2.0,40.0,69.3,2.5,48.0,52.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,85.0,48
1.0,500,1.6,30.0,35.0,10.0,80.0,58.7,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,88.5,60
1.5,300,3.0,10.0,45.0,2.0,150.0,40.0,2.5,48.0,52.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,79.5,42
4.0,1600,3.0,80.0,35.0,5.4,150.0,40.0,40.5,320.0,126.56,0.0,0.0,1.0,0.0,0.0,1.0,0.0,68.0,23
1.0,500,1.0,80.0,25.0,10.0,40.0,69.3,30.0,320.0,93.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,90.0,60
1.5,1200,1.6,60.0,25.0,10.0,80.0,58.7,310.0,640.0,484.38,0.0,0.0,0.0,1.0,1.0,0.0,0.0,87.5,60
4.8,2375,1.0,10.0,25.0,10.0,20.0,74.7,30.0,320.0,93.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,66.75,7
0.1,15,1.6,10.0,25.0,2.0,80.0,58.7,7.4,72.0,102.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,99.65,60
0.2,41,1.36,47.27,24.0,6.91,68.2,47.1,2.0,3.32,3.8658,1.0,0.0,0.0,0.0,0.0,1.0,0.0,71.18,0
0.5,120,1.0,60.0,40.0,2.0,40.0,69.3,3.7,48.0,77.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,87.5,60
5.0,2475,1.6,30.0,40.0,7.5,80.0,58.7,30.0,320.0,93.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,60.0,1
0.14,29,1.36,47.27,24.0,6.91,68.2,48.5,2.0,3.86,1.9279,1.0,0.0,0.0,0.0,0.0,1.0,0.0,84.96,2
4.0,800,1.6,80.0,45.0,2.0,80.0,58.7,2.5,48.0,52.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,11
3.0,1200,1.0,30.0,40.0,10.0,20.0,74.7,40.5,320.0,126.56,0.0,0.0,1.0,0.0,0.0,1.0,0.0,74.0,48
4.5,1080,3.0,80.0,25.0,2.0,150.0,40.0,4.0,48.0,83.33,1.0,0.0,0.0,0.0,1.0,0.0,0.0,65.5,7
0.1,12,1.0,10.0,40.0,2.0,40.0,69.3,3.7,48.0,77.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,92.2,60
4.5,1350,1.0,10.0,45.0,7.4,20.0,74.7,7.4,72.0,102.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,60.0,8
0.4,80,1.36,47.27,24.0,6.91,68.2,47.4,2.0,3.8,1.9298,1.0,0.0,0.0,0.0,0.0,1.0,0.0,74.44,0
3.5,2800,1.0,30.0,35.0,10.0,20.0,74.7,186.0,540.0,344.44,0.0,0.0,0.0,1.0,1.0,0.0,0.0,70.0,60
0.04,7,1.36,47.27,24.0,6.91,68.2,50.1,2.0,3.84,1.9303,1.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,10
0.1,19,0.73,24.55,4.0,7.82,36.4,43.8,2.0,3.47,1.9325,1.0,0.0,0.0,0.0,0.0,1.0,0.0,37.93,0
1.0,400,1.0,10.0,35.0,10.0,40.0,69.3,40.5,320.0,126.56,0.0,0.0,1.0,0.0,0.0,1.0,0.0,89.0,60
0.19,38,1.36,47.27,24.0,6.91,68.2,49.1,2.0,3.9,1.9097,1.0,0.0,0.0,0.0,0.0,1.0,0.0,91.06,11
1.0,800,1.0,10.0,35.0,10.0,20.0,74.7,310.0,640.0,484.38,0.0,0.0,0.0,1.0,1.0,0.0,0.0,88.0,60
3.0,2400,1.0,80.0,25.0,10.0,20.0,74.7,186.0,540.0,344.44,0.0,0.0,0.0,1.0,1.0,0.0,0.0,76.0,60
5.0,3960,3.0,10.0,25.0,10.0,150.0,40.0,186.0,540.0,344.44,0.0,0.0,0.0,1.0,1.0,0.0,0.0,65.35,2
0.5,120,3.0,60.0,25.0,2.0,150.0,40.0,4.0,48.0,83.33,1.0,0.0,0.0,0.0,1.0,0.0,0.0,94.5,60
0.34,67,0.73,24.55,4.0,7.82,36.4,45.8,2.0,3.62,1.9134,1.0,0.0,0.0,0.0,0.0,1.0,0.0,57.8,0
0.35,70,0.73,24.55,4.0,7.82,36.4,45.3,2.0,3.65,1.9083,1.0,0.0,0.0,0.0,0.0,1.0,0.0,52.84,0
3.0,900,1.0,60.0,35.0,7.4,20.0,74.7,7.4,72.0,102.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,72.0,36
5.0,3960,1.0,10.0,40.0,10.0,40.0,69.3,186.0,540.0,344.44,0.0,0.0,0.0,1.0,1.0,0.0,0.0,60.0,2
3.5,1750,3.0,10.0,45.0,9.7,150.0,40.0,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,69.0,45
5.0,1188,1.6,80.0,25.0,2.0,80.0,58.7,4.0,48.0,83.33,1.0,0.0,0.0,0.0,1.0,0.0,0.0,62.35,0
4.8,1425,1.6,80.0,35.0,2.0,80.0,58.7,7.4,72.0,102.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,60.0,4
2.0,1000,3.0,10.0,45.0,4.0,150.0,40.0,30.0,320.0,93.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,76.0,60
2.5,750,1.0,10.0,40.0,7.4,20.0,74.7,7.4,72.0,102.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,75.0,45
0.01,1,0.73,24.55,4.0,7.82,36.4,48.3,2.0,3.86,0.9569,1.0,0.0,0.0,0.0,0.0,1.0,0.0,82.9,60
5.0,990,3.0,60.0,40.0,2.0,150.0,40.0,2.5,48.0,52.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,0
2.0,1600,3.0,80.0,35.0,10.0,150.0,40.0,310.0,640.0,484.38,0.0,0.0,0.0,1.0,1.0,0.0,0.0,78.0,60
0.07,14,1.97,68.86,43.0,6.05,98.4,48.8,2.0,3.68,3.8158,0.0,0.0,1.0,0.0,0.0,1.0,0.0,88.33,60
1.5,1200,1.6,80.0,35.0,10.0,80.0,58.7,186.0,540.0,344.44,0.0,0.0,0.0,1.0,1.0,0.0,0.0,81.5,60
1.0,240,1.6,10.0,45.0,2.0,80.0,58.7,3.7,48.0,77.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,84.0,57
4.8,2375,1.6,80.0,45.0,10.0,80.0,58.7,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,60.0,7
0.14,28,0.73,24.55,4.0,7.82,36.4,43.5,2.0,3.67,0.9655,1.0,0.0,0.0,0.0,0.0,1.0,0.0,35.18,0
0.1,25,1.0,80.0,35.0,10.0,20.0,74.7,30.0,320.0,93.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,91.65,60
0.2,75,1.0,10.0,40.0,3.7,40.0,69.3,7.4,72.0,102.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,90.75,60
0.1,40,3.0,60.0,40.0,10.0,150.0,40.0,186.0,540.0,344.44,0.0,0.0,0.0,1.0,1.0,0.0,0.0,90.15,60
2.5,1000,1.0,10.0,45.0,10.0,20.0,74.7,40.5,320.0,126.56,0.0,0.0,1.0,0.0,0.0,1.0,0.0,75.0,60
0.74,148,1.36,47.27,24.0,6.91,68.2,46.3,2.0,3.72,1.93,1.0,0.0,0.0,0.0,0.0,1.0,0.0,62.66,0
0.69,139,1.36,47.27,24.0,6.91,68.2,47.3,2.0,3.85,1.91,1.0,0.0,0.0,0.0,0.0,1.0,0.0,73.35,0
0.1,25,1.6,60.0,45.0,10.0,80.0,58.7,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,87.7,60
0.2,50,1.6,60.0,35.0,2.0,80.0,58.7,2.5,48.0,52.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,91.25,57
0.04,9,1.36,47.27,24.0,6.91,68.2,42.3,2.0,2.95,3.8176,1.0,0.0,0.0,0.0,0.0,1.0,0.0,23.02,0
3.5,840,1.6,10.0,25.0,2.0,80.0,58.7,3.7,48.0,77.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,79.0,21
0.73,146,1.36,47.27,24.0,6.91,68.2,42.3,2.0,3.2,2.6181,1.0,0.0,0.0,0.0,0.0,1.0,0.0,23.22,0
0.28,56,1.36,47.27,24.0,6.91,68.2,47.2,2.0,3.3,3.8672,1.0,0.0,0.0,0.0,0.0,1.0,0.0,72.47,0
0.1,12,1.0,80.0,45.0,2.0,40.0,69.3,3.7,48.0,77.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,86.7,60
2.5,1250,3.0,80.0,45.0,4.0,150.0,40.0,30.0,320.0,93.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,69.5,60
3.0,1500,1.0,80.0,25.0,10.0,40.0,69.3,30.0,320.0,93.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,76.0,60
4.0,1600,3.0,30.0,35.0,5.4,150.0,40.0,40.5,320.0,126.56,0.0,0.0,1.0,0.0,0.0,1.0,0.0,70.5,23
4.0,800,1.0,30.0,40.0,2.5,20.0,74.7,2.5,48.0,52.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,64.0,11
0.3,60,0.73,24.55,4.0,7.82,36.4,44.5,2.0,3.75,0.9661,1.0,0.0,0.0,0.0,0.0,1.0,0.0,44.66,0
0.04,7,0.73,24.55,4.0,7.82,36.4,47.3,2.0,3.8,0.9665,1.0,0.0,0.0,0.0,0.0,1.0,0.0,72.78,0
3.5,1400,1.0,30.0,25.0,10.0,20.0,74.7,40.5,320.0,126.56,0.0,0.0,1.0,0.0,0.0,1.0,0.0,78.5,36
4.5,1080,1.6,30.0,25.0,2.0,80.0,58.7,3.7,48.0,77.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,72.5,7
0.1,40,1.6,80.0,25.0,10.0,80.0,58.7,186.0,540.0,344.44,0.0,0.0,0.0,1.0,1.0,0.0,0.0,96.65,60
0.12,24,1.36,47.27,24.0,6.91,68.2,49.1,2.0,3.83,1.932,1.0,0.0,0.0,0.0,0.0,1.0,0.0,91.26,17
0.5,120,3.0,30.0,35.0,2.0,150.0,40.0,4.0,48.0,83.33,1.0,0.0,0.0,0.0,1.0,0.0,0.0,91.0,60
3.0,720,1.0,30.0,25.0,3.7,20.0,74.7,3.7,48.0,77.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,81.5,28
0.1,20,1.6,60.0,25.0,10.0,80.0,58.7,40.5,320.0,126.56,0.0,0.0,1.0,0.0,0.0,1.0,0.0,97.7,60
0.21,43,0.73,24.55,4.0,7.82,36.4,46.1,2.0,3.75,0.9661,1.0,0.0,0.0,0.0,0.0,1.0,0.0,60.78,0
5.0,3960,1.0,10.0,25.0,10.0,40.0,69.3,310.0,640.0,484.38,0.0,0.0,0.0,1.0,1.0,0.0,0.0,65.35,2
0.35,71,0.73,24.55,4.0,7.82,36.4,40.4,2.0,3.96,0.48,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.66,0
0.1,25,3.0,80.0,45.0,4.0,150.0,40.0,30.0,320.0,93.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,86.65,60
3.0,1500,3.0,30.0,25.0,9.7,150.0,40.0,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,81.5,60
0.3,61,0.73,24.55,4.0,7.82,36.4,43.1,2.0,3.62,0.9652,1.0,0.0,0.0,0.0,0.0,1.0,0.0,30.85,0
0.62,124,1.36,47.27,24.0,6.91,68.2,47.0,2.0,3.83,1.9323,1.0,0.0,0.0,0.0,0.0,1.0,0.0,70.06,0
5.0,1188,1.0,60.0,25.0,2.0,40.0,69.3,3.7,48.0,77.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,68.3,0
3.0,900,1.0,80.0,25.0,3.7,40.0,69.3,7.4,72.0,102.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,76.0,36
2.0,1600,1.0,10.0,45.0,10.0,40.0,69.3,310.0,640.0,484.38,0.0,0.0,0.0,1.0,1.0,0.0,0.0,76.0,60
4.8,3800,1.0,60.0,45.0,10.0,40.0,69.3,186.0,540.0,344.44,0.0,0.0,0.0,1.0,1.0,0.0,0.0,60.0,12
4.5,1080,3.0,80.0,35.0,2.0,150.0,40.0,4.0,48.0,83.33,1.0,0.0,0.0,0.0,1.0,0.0,0.0,60.5,7
0.1,25,1.0,10.0,25.0,10.0,40.0,69.3,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,99.7,60
0.2,125,1.6,30.0,45.0,7.5,80.0,58.7,30.0,320.0,93.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,87.75,60
0.1,40,1.0,60.0,45.0,10.0,20.0,74.7,186.0,540.0,344.44,0.0,0.0,0.0,1.0,1.0,0.0,0.0,87.65,60
0.03,5,1.3,45.0,22.0,7.0,65.0,48.2,2.0,3.76,1.9141,1.0,0.0,0.0,0.0,0.0,1.0,0.0,81.78,1
0.36,73,1.36,47.27,24.0,6.91,68.2,48.3,2.0,3.88,1.9098,1.0,0.0,0.0,0.0,0.0,1.0,0.0,82.87,2
0.1,12,3.0,60.0,35.0,2.0,150.0,40.0,3.7,48.0,77.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,92.7,60
2.0,400,3.0,10.0,45.0,2.0,150.0,40.0,2.5,48.0,52.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,76.0,36
4.5,900,1.0,80.0,45.0,2.0,40.0,69.3,2.5,48.0,52.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,5
0.65,129,1.36,47.27,24.0,6.91,68.2,46.8,2.0,3.78,1.928,1.0,0.0,0.0,0.0,0.0,1.0,0.0,68.17,0
0.5,400,1.0,80.0,45.0,10.0,20.0,74.7,310.0,640.0,484.38,0.0,0.0,0.0,1.0,1.0,0.0,0.0,83.5,60
0.2,50,1.0,30.0,45.0,2.0,40.0,69.3,2.5,48.0,52.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,87.75,57
5.0,2475,1.0,60.0,45.0,10.0,40.0,69.3,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,60.0,1
0.94,187,1.36,47.27,24.0,6.91,68.2,46.3,2.0,3.18,3.8677,1.0,0.0,0.0,0.0,0.0,1.0,0.0,63.3,0
3.0,720,1.0,10.0,35.0,2.0,40.0,69.3,4.0,48.0,83.33,1.0,0.0,0.0,0.0,1.0,0.0,0.0,74.0,28
0.2,60,1.0,30.0,40.0,4.0,20.0,74.7,4.0,48.0,83.33,1.0,0.0,0.0,0.0,1.0,0.0,0.0,90.25,60
0.07,13,2.0,70.0,44.0,6.0,100.0,48.7,2.0,3.99,0.9563,0.0,0.0,1.0,0.0,0.0,1.0,0.0,87.31,0
0.03,6,1.36,47.27,24.0,6.91,68.2,49.2,2.0,3.82,1.9325,1.0,0.0,0.0,0.0,0.0,1.0,0.0,91.78,7
5.0,990,1.6,30.0,25.0,2.0,80.0,58.7,2.5,48.0,52.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,64.85,0
3.5,2800,1.6,60.0,45.0,10.0,80.0,58.7,310.0,640.0,484.38,0.0,0.0,0.0,1.0,1.0,0.0,0.0,63.5,60
0.28,56,0.73,24.55,4.0,7.82,36.4,45.9,2.0,3.78,0.9663,1.0,0.0,0.0,0.0,0.0,1.0,0.0,59.11,0
1.5,750,1.0,60.0,35.0,10.0,40.0,69.3,30.0,320.0,93.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,82.5,60
1.0,800,1.0,80.0,45.0,10.0,40.0,69.3,186.0,540.0,344.44,0.0,0.0,0.0,1.0,1.0,0.0,0.0,80.0,60
0.1,40,1.0,60.0,40.0,10.0,40.0,69.3,310.0,640.0,484.38,0.0,0.0,0.0,1.0,1.0,0.0,0.0,90.15,60
5.0,2475,1.6,30.0,25.0,10.0,80.0,58.7,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,69.8,1
0.14,29,2.0,70.0,44.0,6.0,100.0,48.6,2.0,3.99,0.9589,0.0,0.0,1.0,0.0,0.0,1.0,0.0,86.48,0
5.0,1980,1.6,80.0,35.0,10.0,80.0,58.7,40.5,320.0,126.56,0.0,0.0,1.0,0.0,0.0,1.0,0.0,62.3,1
4.8,1425,1.6,30.0,35.0,2.0,80.0,58.7,7.4,72.0,102.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,61.25,4
4.5,2250,1.6,10.0,35.0,10.0,80.0,58.7,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,68.0,14
4.5,900,1.0,10.0,25.0,2.5,20.0,74.7,2.5,48.0,52.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,68.5,5
5.0,2475,1.6,80.0,25.0,7.5,80.0,58.7,30.0,320.0,93.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,62.35,1
0.03,6,1.36,47.27,24.0,6.91,68.2,49.0,2.0,3.74,1.9078,1.0,0.0,0.0,0.0,0.0,1.0,0.0,89.73,4
2.5,2000,1.0,10.0,25.0,10.0,20.0,74.7,310.0,640.0,484.38,0.0,0.0,0.0,1.0,1.0,0.0,0.0,82.5,60
0.51,101,0.73,24.55,4.0,7.82,36.4,46.7,2.0,3.81,0.9569,1.0,0.0,0.0,0.0,0.0,1.0,0.0,66.67,0
1.0,240,1.6,60.0,35.0,2.0,80.0,58.7,4.0,48.0,83.33,1.0,0.0,0.0,0.0,1.0,0.0,0.0,86.0,57
3.5,1400,1.0,60.0,40.0,10.0,20.0,74.7,40.5,320.0,126.56,0.0,0.0,1.0,0.0,0.0,1.0,0.0,69.5,36
0.1,25,1.0,60.0,40.0,10.0,20.0,74.7,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,90.2,60
5.0,2475,3.0,10.0,25.0,9.7,150.0,40.0,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,70.3,1
2.5,2000,1.0,60.0,40.0,10.0,40.0,69.3,310.0,640.0,484.38,0.0,0.0,0.0,1.0,1.0,0.0,0.0,73.0,60
0.3,61,0.73,24.55,4.0,7.82,36.4,46.1,2.0,3.78,0.9565,1.0,0.0,0.0,0.0,0.0,1.0,0.0,61.42,0
0.2,125,1.0,30.0,40.0,10.0,40.0,69.3,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,90.5,60
0.07,13,0.73,24.55,4.0,7.82,36.4,45.3,2.0,3.54,1.9324,1.0,0.0,0.0,0.0,0.0,1.0,0.0,52.54,0
5.0,2475,1.6,60.0,45.0,7.5,80.0,58.7,30.0,320.0,93.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,60.0,1
3.5,700,1.0,10.0,25.0,2.0,40.0,69.3,2.5,48.0,52.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,75.5,18
0.1,20,1.6,10.0,40.0,10.0,80.0,58.7,40.5,320.0,126.56,0.0,0.0,1.0,0.0,0.0,1.0,0.0,92.2,60
4.5,2250,1.6,80.0,35.0,10.0,80.0,58.7,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,65.0,14
0.39,78,1.36,47.27,24.0,6.91,68.2,48.6,2.0,3.75,1.9167,1.0,0.0,0.0,0.0,0.0,1.0,0.0,86.22,0
4.5,3600,1.0,10.0,35.0,10.0,20.0,74.7,186.0,540.0,344.44,0.0,0.0,0.0,1.0,1.0,0.0,0.0,63.5,23
0.2,60,1.6,60.0,25.0,2.0,80.0,58.7,3.7,48.0,77.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,96.5,60
1.0,500,1.6,80.0,45.0,10.0,80.0,58.7,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,81.0,60
4.0,1600,1.6,30.0,35.0,10.0,80.0,58.7,40.5,320.0,126.56,0.0,0.0,1.0,0.0,0.0,1.0,0.0,70.5,23
0.16,32,1.36,47.27,24.0,6.91,68.2,49.4,2.0,3.88,1.9302,1.0,0.0,0.0,0.0,0.0,1.0,0.0,94.11,4
0.1,40,3.0,80.0,25.0,10.0,150.0,40.0,186.0,540.0,344.44,0.0,0.0,0.0,1.0,1.0,0.0,0.0,96.65,60
0.23,47,2.0,70.0,44.0,6.0,100.0,42.8,2.0,3.27,3.5137,0.0,0.0,1.0,0.0,0.0,1.0,0.0,27.85,0
4.8,2375,1.0,80.0,25.0,10.0,20.0,74.7,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,68.5,7
0.45,90,1.36,47.27,24.0,6.91,68.2,48.0,2.0,3.83,1.93,1.0,0.0,0.0,0.0,0.0,1.0,0.0,79.68,0
4.0,800,1.0,30.0,35.0,2.0,40.0,69.3,2.5,48.0,52.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,66.5,11
4.0,2000,1.0,30.0,35.0,10.0,40.0,69.3,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,70.5,29
4.5,1080,3.0,10.0,45.0,2.0,150.0,40.0,4.0,48.0,83.33,1.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,7
5.0,2475,3.0,30.0,35.0,9.7,150.0,40.0,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,64.8,1
0.1,40,1.6,30.0,40.0,10.0,80.0,58.7,186.0,540.0,344.44,0.0,0.0,0.0,1.0,1.0,0.0,0.0,91.65,60
0.22,44,1.36,47.27,24.0,6.91,68.2,48.8,2.0,3.89,1.9321,1.0,0.0,0.0,0.0,0.0,1.0,0.0,88.13,7
0.2,60,3.0,10.0,25.0,2.0,150.0,40.0,4.0,48.0,83.33,1.0,0.0,0.0,0.0,1.0,0.0,0.0,98.25,60
0.14,29,1.3,45.0,22.0,7.0,65.0,47.7,2.0,3.82,1.9099,1.0,0.0,0.0,0.0,0.0,1.0,0.0,77.13,0
4.0,1200,1.0,10.0,45.0,3.7,40.0,69.3,7.4,72.0,102.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,62.0,17
0.1,40,3.0,80.0,45.0,10.0,150.0,40.0,186.0,540.0,344.44,0.0,0.0,0.0,1.0,1.0,0.0,0.0,86.65,60
0.2,50,1.6,30.0,40.0,2.0,80.0,58.7,2.5,48.0,52.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,90.25,57
0.1,21,1.3,45.0,22.0,7.0,65.0,47.9,2.0,3.82,1.9093,1.0,0.0,0.0,0.0,0.0,1.0,0.0,79.49,1
3.5,1400,3.0,60.0,45.0,5.4,150.0,40.0,40.5,320.0,126.56,0.0,0.0,1.0,0.0,0.0,1.0,0.0,67.0,36
0.01,1,1.3,45.0,22.0,7.0,65.0,48.6,2.0,3.79,1.9317,1.0,0.0,0.0,0.0,0.0,1.0,0.0,86.44,60
0.01,1,0.73,24.55,4.0,7.82,36.4,45.3,2.0,3.47,1.9317,1.0,0.0,0.0,0.0,0.0,1.0,0.0,53.46,0
3.5,2800,3.0,30.0,35.0,10.0,150.0,40.0,186.0,540.0,344.44,0.0,0.0,0.0,1.0,1.0,0.0,0.0,70.0,60
0.07,14,2.0,70.0,44.0,6.0,100.0,48.8,2.0,4.02,0.9568,0.0,0.0,1.0,0.0,0.0,1.0,0.0,88.48,0
0.2,60,1.0,10.0,25.0,3.7,20.0,74.7,3.7,48.0,77.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,98.5,60
0.5,150,1.0,10.0,25.0,3.7,40.0,69.3,7.4,72.0,102.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,96.5,60
3.0,900,1.6,80.0,40.0,2.0,80.0,58.7,7.4,72.0,102.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,68.5,36
0.43,86,1.36,47.27,24.0,6.91,68.2,47.3,2.0,3.81,1.9278,1.0,0.0,0.0,0.0,0.0,1.0,0.0,73.49,0
0.35,71,1.36,47.27,24.0,6.91,68.2,48.7,2.0,3.76,1.9171,1.0,0.0,0.0,0.0,0.0,1.0,0.0,86.83,0
1.0,500,1.6,60.0,40.0,7.5,80.0,58.7,30.0,320.0,93.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,83.5,60
0.14,29,1.97,68.86,43.0,6.05,98.4,48.4,2.0,3.66,3.863,0.0,0.0,1.0,0.0,0.0,1.0,0.0,84.25,37
0.5,200,1.0,30.0,45.0,10.0,40.0,69.3,40.5,320.0,126.56,0.0,0.0,1.0,0.0,0.0,1.0,0.0,86.5,60
0.29,59,1.36,47.27,24.0,6.91,68.2,48.7,2.0,3.89,1.9101,1.0,0.0,0.0,0.0,0.0,1.0,0.0,86.98,5
1.5,300,1.6,10.0,45.0,2.0,80.0,58.7,2.5,48.0,52.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,79.5,42
5.0,2475,3.0,80.0,40.0,9.7,150.0,40.0,72.6,697.0,104.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,60.0,1
1.5,600,1.6,60.0,40.0,10.0,80.0,58.7,40.5,320.0,126.56,0.0,0.0,1.0,0.0,0.0,1.0,0.0,81.5,60
4.0,1600,1.0,80.0,40.0,10.0,40.0,69.3,40.5,320.0,126.56,0.0,0.0,1.0,0.0,0.0,1.0,0.0,65.5,23
1.0,200,1.0,60.0,35.0,2.0,40.0,69.3,2.5,48.0,52.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,86.0,48
3.0,720,1.0,30.0,40.0,2.0,40.0,69.3,3.7,48.0,77.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,74.0,28
0.54,107,0.73,24.55,4.0,7.82,36.4,46.5,2.0,3.78,0.9571,1.0,0.0,0.0,0.0,0.0,1.0,0.0,64.53,0
3.0,2400,1.0,10.0,25.0,10.0,40.0,69.3,186.0,540.0,344.44,0.0,0.0,0.0,1.0,1.0,0.0,0.0,79.0,60
4.5,1350,1.0,80.0,45.0,7.4,20.0,74.7,7.4,72.0,102.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,60.0,8
